wave,flux
5529.76025390625,5.85519050635361e-17
5531.01025390625,6.097537695163633e-17
5532.26025390625,6.202264070464343e-17
5533.51025390625,6.178179986348965e-17
5534.76025390625,6.070719227860613e-17
5536.01025390625,6.001192280466963e-17
5537.26025390625,6.098358720360732e-17
5538.51025390625,6.176467297809879e-17
5539.76025390625,6.190431769766459e-17
5541.01025390625,6.206455433170969e-17
5542.26025390625,6.203855718845274e-17
5543.51025390625,6.117216458576481e-17
5544.76025390625,6.067255997820598e-17
5546.01025390625,6.116403791474132e-17
5547.26025390625,6.132603497761051e-17
5548.51025390625,6.154305975565096e-17
5549.76025390625,6.19833981248809e-17
5551.01025390625,6.192273358973061e-17
5552.26025390625,6.189114296145555e-17
5553.51025390625,6.141709064390601e-17
5554.76025390625,6.075751799048446e-17
5556.01025390625,6.061804534539944e-17
5557.26025390625,6.120291816153177e-17
5558.51025390625,6.122278855114449e-17
5559.76025390625,6.123016031404821e-17
5561.01025390625,6.108655818660084e-17
5562.26025390625,6.092379574659394e-17
5563.51025390625,6.030175912252285e-17
5564.76025390625,6.009745413803472e-17
5566.01025390625,6.001815548780487e-17
5567.26025390625,6.016439721456388e-17
5568.51025390625,6.040572003248262e-17
5569.76025390625,5.977868084419063e-17
5571.01025390625,5.976535316281202e-17
5572.26025390625,5.984542010051447e-17
5573.51025390625,5.910661991398509e-17
5574.76025390625,5.954465619715248e-17
5576.01025390625,6.001449636319788e-17
5577.26025390625,5.933509444073933e-17
5578.51025390625,5.964119691430068e-17
5579.76025390625,6.051209386313833e-17
5581.01025390625,6.080126085234851e-17
5582.26025390625,6.026902859943668e-17
5583.51025390625,6.015881752944574e-17
5584.76025390625,6.074157158456198e-17
5586.01025390625,6.013333545219608e-17
5587.26025390625,5.795441140151605e-17
5588.51025390625,5.674690873681045e-17
5589.76025390625,5.693059073471442e-17
5591.01025390625,5.817634239010694e-17
5592.26025390625,5.944735084719774e-17
5593.51025390625,5.958547326064691e-17
5594.76025390625,5.827816654856612e-17
5596.01025390625,5.874987225044064e-17
5597.26025390625,6.005071920999667e-17
5598.51025390625,5.897391468699386e-17
5599.76025390625,5.798715875020841e-17
5601.01025390625,5.848058191439e-17
5602.26025390625,5.772172589930093e-17
5603.51025390625,5.70815479185523e-17
5604.76025390625,5.869545496498666e-17
5606.01025390625,6.072147738200862e-17
5607.26025390625,6.09450740609518e-17
5608.51025390625,6.092073520939524e-17
5609.76025390625,6.085284224719536e-17
5611.01025390625,6.10551928673721e-17
5612.26025390625,6.10244275981624e-17
5613.51025390625,6.067845288532536e-17
5614.76025390625,5.939422044707508e-17
5616.01025390625,5.680490882687452e-17
5617.26025390625,5.734774458722371e-17
5618.51025390625,5.95129396466511e-17
5619.76025390625,5.98837219424364e-17
5621.01025390625,5.99577900174769e-17
5622.26025390625,6.036554163863019e-17
5623.51025390625,6.000145815221274e-17
5624.76025390625,5.855677745167801e-17
5626.01025390625,5.844135976279654e-17
5627.26025390625,5.95078521691299e-17
5628.51025390625,6.019438338861233e-17
5629.76025390625,6.050409484118949e-17
5631.01025390625,6.072881071137219e-17
5632.26025390625,6.077351141952887e-17
5633.51025390625,6.031474291545589e-17
5634.76025390625,5.983888945788871e-17
5636.01025390625,5.983200672428781e-17
5637.26025390625,5.938642928704983e-17
5638.51025390625,5.88738332683284e-17
5639.76025390625,5.92059097550555e-17
5641.01025390625,5.926045043573147e-17
5642.26025390625,5.894504971015743e-17
5643.51025390625,5.94685231725181e-17
5644.76025390625,5.98144945730814e-17
5646.01025390625,6.013206429830411e-17
5647.26025390625,6.023521355233541e-17
5648.51025390625,6.022547856028486e-17
5649.76025390625,5.981200268256954e-17
5651.01025390625,5.94745726906381e-17
5652.26025390625,5.981797760381931e-17
5653.51025390625,5.98302018477277e-17
5654.76025390625,5.910393331760313e-17
5656.01025390625,5.857834393757145e-17
5657.26025390625,5.833525937336247e-17
5658.51025390625,5.701104463158584e-17
5659.76025390625,5.643234734511957e-17
5661.01025390625,5.811736586407918e-17
5662.26025390625,5.871125322295399e-17
5663.51025390625,5.811244322986137e-17
5664.76025390625,5.873735399944026e-17
5666.01025390625,5.935607662293968e-17
5667.26025390625,5.915447830200195e-17
